User_ID,Age,Gender,Annual_Income,Risk_Tolerance,Investment_Goal,Preferred_Sector,Investment_Horizon,Current_Investments,Recommended_Portfolio
U4812,53,Female,34226,Medium,House Purchase,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4813,59,Male,38655,High,Retirement,Finance,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4814,63,Male,194131,Medium,Wealth Growth,Energy,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4815,56,Male,99525,Medium,Retirement,Tech,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4816,43,Male,38798,High,Emergency Fund,Energy,Short-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U4817,49,Male,73067,Low,House Purchase,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4818,64,Female,186535,Medium,Education,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4819,51,Female,74706,Medium,House Purchase,Real Estate,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4820,33,Other,124239,Medium,House Purchase,Energy,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4821,28,Female,130489,Low,Retirement,Tech,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4822,54,Female,137073,Medium,Wealth Growth,Healthcare,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4823,60,Female,153213,Medium,Wealth Growth,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4824,48,Other,86144,Low,Education,Energy,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4825,64,Male,184010,High,Education,Real Estate,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4826,25,Other,73959,Medium,Wealth Growth,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4827,41,Other,98902,High,House Purchase,Healthcare,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4828,47,Female,49804,High,Emergency Fund,Finance,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4829,37,Female,195393,Medium,Wealth Growth,Consumer Goods,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4830,60,Male,159222,Medium,Wealth Growth,Finance,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4831,49,Female,113966,Medium,Emergency Fund,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4832,50,Male,66198,Medium,House Purchase,Energy,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4833,35,Male,148157,Low,Retirement,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4834,52,Male,42587,Medium,Wealth Growth,Real Estate,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4835,56,Male,132246,Medium,Wealth Growth,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4836,59,Female,169319,Low,Education,Energy,Short-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4837,56,Male,85140,High,Retirement,Healthcare,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4838,47,Female,163249,High,Retirement,Finance,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U4839,60,Other,46406,Medium,Wealth Growth,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4840,36,Female,94308,Medium,Retirement,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4841,20,Male,135148,Medium,Retirement,Finance,Long-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U4842,46,Male,196047,Medium,Wealth Growth,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4843,40,Female,160401,Low,Emergency Fund,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4844,21,Female,83018,High,House Purchase,Energy,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4845,52,Female,49294,High,Wealth Growth,Consumer Goods,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4846,46,Male,98547,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4847,20,Male,104657,High,House Purchase,Real Estate,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4848,41,Female,35996,Low,Wealth Growth,Finance,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4849,63,Male,128637,Low,House Purchase,Finance,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4850,40,Male,171257,Medium,Retirement,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4851,33,Other,57174,Medium,Retirement,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4852,34,Female,194458,Low,Wealth Growth,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4853,59,Male,116577,Low,Education,Consumer Goods,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4854,53,Male,196078,Low,Wealth Growth,Tech,Medium-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4855,22,Female,158575,Medium,Emergency Fund,Real Estate,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4856,53,Male,150264,Low,House Purchase,Finance,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4857,24,Female,94458,Low,Emergency Fund,Consumer Goods,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4858,61,Female,195824,Medium,House Purchase,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4859,38,Male,123880,Medium,House Purchase,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4860,52,Female,100400,Medium,House Purchase,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4861,51,Female,87359,Medium,Retirement,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4862,24,Male,50615,Low,Retirement,Consumer Goods,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4863,62,Female,170938,Low,Wealth Growth,Consumer Goods,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4864,20,Female,152828,Medium,Retirement,Finance,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4865,26,Male,63382,Low,Wealth Growth,Tech,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4866,36,Male,165684,High,House Purchase,Energy,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4867,44,Other,130269,Low,Emergency Fund,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4868,34,Female,179347,High,Wealth Growth,Consumer Goods,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U4869,30,Female,95620,Medium,Wealth Growth,Finance,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U4870,42,Other,195354,Low,Retirement,Real Estate,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4871,63,Male,38002,High,Emergency Fund,Finance,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4872,37,Male,83874,Medium,Emergency Fund,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4873,27,Female,70138,Medium,Education,Energy,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4874,58,Female,88965,Medium,Retirement,Real Estate,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4875,51,Female,98474,Low,Education,Healthcare,Short-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4876,37,Male,96508,Medium,Wealth Growth,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4877,56,Female,72610,Medium,Retirement,Healthcare,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4878,32,Male,47139,High,House Purchase,Tech,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4879,33,Male,155121,Low,Wealth Growth,Energy,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4880,27,Female,162135,High,Retirement,Finance,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U4881,38,Male,171152,Low,House Purchase,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4882,63,Female,86702,High,Wealth Growth,Finance,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4883,45,Female,163088,Medium,Wealth Growth,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4884,36,Male,160131,Medium,House Purchase,Real Estate,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4885,58,Male,31357,Medium,House Purchase,Consumer Goods,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4886,58,Male,76317,Medium,Emergency Fund,Finance,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4887,51,Female,64229,Low,House Purchase,Real Estate,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4888,23,Female,111690,High,Education,Consumer Goods,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U4889,35,Male,22101,Low,Wealth Growth,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4890,37,Female,161233,Medium,Retirement,Finance,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4891,23,Male,102760,Medium,Education,Tech,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4892,49,Other,27662,Medium,Wealth Growth,Energy,Medium-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4893,33,Other,195286,High,Retirement,Energy,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U4894,41,Male,24838,Medium,House Purchase,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4895,29,Male,161613,Medium,Education,Healthcare,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4896,37,Other,160529,Medium,Education,Finance,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4897,54,Male,72204,Medium,Retirement,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4898,64,Female,133941,Low,Retirement,Real Estate,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4899,26,Male,22096,Medium,Emergency Fund,Real Estate,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4900,42,Other,184612,High,Emergency Fund,Finance,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U4901,48,Female,23217,Medium,Retirement,Tech,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4902,61,Other,68433,Medium,House Purchase,Finance,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4903,45,Male,134600,Medium,House Purchase,Finance,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4904,47,Male,108567,Medium,House Purchase,Tech,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4905,22,Female,37443,High,Emergency Fund,Finance,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4906,37,Male,108256,Medium,Retirement,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4907,52,Male,117360,High,Education,Finance,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4908,32,Other,112516,Medium,Emergency Fund,Energy,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4909,40,Other,131782,High,Emergency Fund,Energy,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U4910,50,Male,50163,Medium,House Purchase,Consumer Goods,Long-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4911,63,Male,129749,Low,Wealth Growth,Healthcare,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4912,45,Other,123601,Medium,Emergency Fund,Finance,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U4913,33,Male,107271,Low,Education,Real Estate,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4914,55,Other,152111,Medium,Retirement,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4915,62,Female,162536,Low,Education,Real Estate,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4916,57,Other,94575,Low,Wealth Growth,Consumer Goods,Long-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4917,50,Male,140846,Medium,House Purchase,Tech,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4918,41,Female,175646,Medium,Emergency Fund,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4919,53,Male,147353,Medium,House Purchase,Tech,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4920,63,Female,167666,High,Retirement,Finance,Short-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U4921,47,Male,81507,Medium,Retirement,Finance,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4922,22,Female,180654,Medium,Education,Real Estate,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4923,40,Male,52319,Medium,Wealth Growth,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4924,46,Female,170397,Medium,Education,Energy,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4925,28,Male,52214,Low,Retirement,Tech,Long-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4926,24,Male,118225,Low,Retirement,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4927,23,Female,53970,Medium,Education,Tech,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4928,23,Female,193880,Medium,Emergency Fund,Consumer Goods,Short-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4929,26,Female,83363,Medium,House Purchase,Real Estate,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4930,61,Female,170436,Low,Education,Finance,Medium-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4931,58,Male,47330,High,Retirement,Healthcare,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U4932,20,Male,36763,Low,Retirement,Finance,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4933,22,Female,131762,Medium,Wealth Growth,Tech,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4934,60,Male,106962,Low,Emergency Fund,Finance,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4935,38,Female,188447,Medium,Education,Real Estate,Medium-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4936,46,Male,64201,Medium,Wealth Growth,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4937,33,Male,199722,Medium,Retirement,Tech,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4938,44,Other,69717,Medium,Emergency Fund,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4939,52,Female,121280,Medium,Education,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4940,56,Male,139543,Medium,Wealth Growth,Consumer Goods,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4941,34,Female,55873,Medium,Retirement,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4942,46,Other,174022,Medium,Retirement,Energy,Long-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4943,28,Female,41377,Low,Wealth Growth,Healthcare,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4944,22,Female,80188,Low,Education,Real Estate,Long-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4945,54,Male,73720,Medium,House Purchase,Real Estate,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4946,40,Male,132371,Low,Retirement,Real Estate,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4947,49,Male,191907,High,Emergency Fund,Energy,Medium-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U4948,59,Male,139600,High,Emergency Fund,Energy,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4949,41,Male,191423,Low,Wealth Growth,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4950,43,Female,26118,Medium,Wealth Growth,Tech,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U4951,54,Male,47796,Medium,Emergency Fund,Energy,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U4952,45,Male,146639,Low,Emergency Fund,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4953,49,Female,87363,Low,Emergency Fund,Healthcare,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U4954,21,Male,145635,Medium,Wealth Growth,Real Estate,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4955,46,Male,132584,High,Emergency Fund,Energy,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4956,41,Male,171284,Medium,Retirement,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4957,44,Female,40529,Medium,Wealth Growth,Real Estate,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U4958,58,Male,91323,High,Wealth Growth,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4959,31,Male,55038,Medium,House Purchase,Tech,Short-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4960,45,Female,174174,Medium,House Purchase,Real Estate,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4961,61,Male,142955,Low,Wealth Growth,Real Estate,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4962,53,Female,25995,Medium,Emergency Fund,Tech,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4963,44,Female,157865,Medium,Retirement,Tech,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4964,37,Male,134121,Medium,Wealth Growth,Tech,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4965,36,Male,148691,Medium,Emergency Fund,Energy,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4966,43,Male,155264,Medium,Retirement,Finance,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4967,48,Male,103771,Medium,Retirement,Energy,Long-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U4968,28,Female,100857,Medium,Retirement,Healthcare,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4969,31,Male,100549,Medium,Wealth Growth,Finance,Short-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4970,44,Female,94785,Low,Retirement,Energy,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4971,25,Male,51083,Low,Education,Tech,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4972,28,Female,24576,Medium,House Purchase,Healthcare,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4973,22,Female,157110,Medium,Retirement,Consumer Goods,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4974,28,Male,113824,Low,Education,Tech,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4975,33,Female,143423,High,Emergency Fund,Healthcare,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4976,31,Female,150868,Medium,Emergency Fund,Healthcare,Medium-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4977,51,Male,96826,High,Education,Energy,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4978,58,Female,95735,Low,Education,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4979,38,Female,121980,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4980,26,Male,79439,Medium,Wealth Growth,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4981,43,Female,20683,High,Emergency Fund,Real Estate,Medium-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4982,31,Female,30601,Medium,Emergency Fund,Consumer Goods,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4983,55,Female,175385,High,House Purchase,Tech,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4984,47,Male,123339,High,House Purchase,Consumer Goods,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4985,29,Other,67190,High,Retirement,Finance,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U4986,36,Male,83894,Medium,Wealth Growth,Finance,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4987,38,Other,124295,Medium,House Purchase,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4988,45,Female,184714,Low,Wealth Growth,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4989,56,Male,122541,High,Retirement,Consumer Goods,Long-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U4990,39,Male,24435,High,Education,Tech,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4991,32,Male,156755,Medium,Wealth Growth,Real Estate,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U4992,59,Female,69895,High,Emergency Fund,Energy,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4993,60,Male,35228,Low,Wealth Growth,Energy,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4994,34,Male,33940,Low,Wealth Growth,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4995,39,Male,129948,Low,Wealth Growth,Energy,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4996,55,Female,92442,Medium,Retirement,Finance,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4997,23,Female,91234,Medium,House Purchase,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4998,41,Male,20409,Medium,Emergency Fund,Finance,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4999,33,Female,162410,Low,Emergency Fund,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5000,53,Male,158828,Low,House Purchase,Energy,Short-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U5001,29,Female,163321,Low,Wealth Growth,Energy,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5002,48,Female,76663,High,Emergency Fund,Energy,Medium-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U5003,45,Female,62134,Medium,Wealth Growth,Real Estate,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U5004,35,Female,184459,Low,Wealth Growth,Tech,Short-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U5005,20,Female,196139,Low,Retirement,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5006,50,Female,42339,Medium,Education,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5007,63,Male,190090,Medium,Retirement,Consumer Goods,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5008,44,Female,172869,High,Education,Finance,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U5009,23,Female,178401,Medium,House Purchase,Real Estate,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U5010,23,Male,64636,Medium,Retirement,Real Estate,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U5011,21,Male,89063,High,House Purchase,Energy,Short-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U5012,37,Male,38267,Low,Wealth Growth,Energy,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U5013,60,Female,100599,Low,House Purchase,Real Estate,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U5014,61,Other,144751,High,House Purchase,Healthcare,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U5015,46,Male,174597,Medium,Retirement,Energy,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U5016,29,Male,146705,High,Wealth Growth,Healthcare,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U5017,50,Female,87668,Low,Emergency Fund,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
